entity id,alias,synonyms,scientific name,category,molecules
308,pine,{'pine'},pinus,plant,"{644104, 31244, 527, 8723, 31260, 15394, 6184, 65064, 439341, 15406, 5365811, 6202, 638011, 65084, 61503, 8768, 637511, 72, 72276, 72277, 1110, 5280343, 61020, 5280863, 637542, 1130, 6251, 107, 8815, 10353, 7284, 7288, 92794, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 7847, 441005, 8369, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 11463, 18635, 17100, 10448, 1549026, 5281515, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 264, 784, 798, 5284639, 11552, 802, 7460, 7461, 22311, 2345, 6448, 5315892, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 1889, 643941, 9064, 878, 11128, 107905, 11142, 18827, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 111037, 8130, 107971, 454, 439246, 439263, 11747, 7654, 999, 998, 7150, 89594}"
309,sassafras,{'sassafras'},sassafras,plant,"{1549026, 8294, 159055, 240, 5144, 637566, 8063}"
310,tea,{'tea'},camellia sinensis,plant,"{12297, 5281804, 77837, 522266, 4133, 6184, 5365811, 12344, 16441, 6202, 61503, 12365893, 72, 12367, 107, 6251, 79990, 8314, 18554, 10364, 444539, 126, 442501, 14475, 102550, 10393, 14505, 14514, 179, 180, 8375, 26808, 5363896, 10430, 14529, 18635, 10448, 61653, 61664, 12376292, 28906, 240, 244, 247, 24834, 8452, 263, 16666, 284, 526624, 2345, 12587, 8499, 8500, 5366074, 5282108, 5366077, 5282109, 323, 332, 335, 338, 342, 10582, 22873, 379, 20861, 18827, 88460, 6549, 6560, 6561, 10659, 6568, 6569, 8635, 111037, 6433214, 6590, 20928, 454, 460, 446925, 102861, 12756, 10722, 12777, 68077, 221691, 6654, 61953, 31234, 31244, 31245, 527, 8723, 31252, 31253, 31260, 10795, 31276, 10797, 14896, 31283, 84532, 31284, 31289, 371257, 5374527, 8768, 637511, 10823, 27209, 6736, 8785, 72276, 72277, 5280343, 612, 637542, 17000, 637564, 637566, 8842, 650, 62092, 445070, 219794, 643731, 5284503, 8857, 8858, 5284507, 6439585, 441005, 4788, 10934, 5280443, 8892, 5280445, 23235, 643779, 17100, 8908, 8914, 6874, 1549018, 10976, 1549025, 1549026, 5370602, 643820, 101115, 11005, 11006, 5280511, 768, 784, 443158, 523035, 798, 5284639, 802, 2879, 27457, 6985, 6986, 643915, 6989, 637775, 6998, 5280598, 13144, 7002, 643941, 9064, 19309, 878, 11128, 7043, 13187, 7047, 5282707, 7059, 2969, 62374, 957, 246728, 439246, 11230, 439263, 637920, 996, 998, 999, 7144, 7146, 7148, 35821, 7150, 62453, 5352438, 7165, 62465, 1031, 644104, 5364752, 62484, 5144, 1049, 5372954, 15394, 12858404, 5280804, 1068, 439341, 15406, 7222, 638011, 638014, 529481, 5319754, 1110, 5352543, 5280863, 1130, 62572, 521332, 7284, 17525, 7288, 7302, 33931, 441484, 6427788, 6427787, 19602, 1183, 5281, 7341, 7344, 5352626, 6438070, 5364919, 11449, 7361, 7362, 445639, 11463, 11468, 519382, 5321950, 439533, 2733294, 7409, 7410, 11509, 11520, 11527, 7438, 439570, 11552, 185635, 7460, 7462, 5315892, 5429, 5365049, 25915, 25916, 32065, 638278, 25021769, 7501, 7523, 1201518, 62835, 6997366, 107905, 36225, 5281167, 5281168, 5318042, 7583, 7590, 5352876, 62897, 853433, 107971, 1549778, 7650, 11747, 7654, 5283321, 89594, 5283324, 6432254, 5283329, 5352973, 5283345, 5283349, 7708, 13854, 7711, 7710, 65064, 7720, 7725, 7728, 5320250, 65084, 519764, 61020, 61041, 20083, 7799, 9862, 7824, 442009, 9895, 7847, 7858, 22201, 5363388, 24261, 85704, 16217806, 26331, 26332, 26334, 7909, 5281515, 5281516, 7921, 12020, 61177, 14079, 7937, 7938, 579336, 5281553, 6420258, 22310, 7975, 7976, 22311, 61235, 3893, 7991, 12097, 12105, 26447, 5365587, 8025, 8027, 1889, 24433, 22386, 526195, 8052, 8051, 5281654, 8063, 5275520, 12180, 5367706, 8091, 8093, 8094, 6428573, 6050, 5281701, 6054, 5367719, 8103, 5281708, 12206, 6072, 79803, 8129, 8130, 5318599, 14286, 14296, 8158, 8163, 442343, 8175, 8180, 14328, 8186}"
311,fermented tea,{'dark tea'},camellia sinensis,plant derivative,"{62374, 17000, 5281929, 17739, 61041, 62453, 6429333, 5282109}"
312,tobacco,{'tobacco'},nicotiana,plant,"{7938, 1616260, 7047, 6544, 5281168, 8082, 6548, 7711, 6561, 1060, 6054, 6184, 551084, 20653, 5366074, 5366077, 6590, 10430, 637759, 7362, 60995, 10823, 61384, 7755, 460, 332, 335, 8914, 342, 10582, 14296, 6998, 6874, 26334, 5362782, 996, 999, 8051, 244, 62835, 8438, 5283321, 8314, 379, 11005, 14079}"
313,watercress,{'watercress'},nasturtium,plant,"{644104, 527, 8723, 31260, 15394, 6184, 439341, 5365811, 6202, 638011, 61503, 8768, 637511, 72, 1110, 5280343, 61020, 5280863, 637542, 1130, 6251, 107, 7284, 7288, 444539, 637566, 126, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 679, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 10448, 1549026, 439533, 7918, 240, 244, 11509, 247, 11005, 5280511, 768, 8452, 784, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6985, 6986, 7501, 26447, 637775, 338, 5280598, 13144, 1889, 16741, 643941, 878, 5281654, 11128, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 12232, 439246, 439263, 996, 7654, 999, 998, 7150, 89594}"
314,creosote,{'creosote'},archaeopteris,plant derivative,"{7144, 6736, 8369, 8405, 7095, 61209, 8027}"
315,honey,{'honey'},bees,plant derivative,"{6428929, 10882, 10885, 261, 1031, 7559, 644104, 1032, 527, 7824, 12180, 11160, 16666, 12571, 31260, 8094, 11552, 6561, 6054, 6184, 31272, 12206, 7983, 7342, 179, 6584, 7353, 6202, 7738, 957, 6590, 7997, 3776, 7361, 7362, 10430, 17100, 7501, 7762, 11732, 13654, 7895, 8025, 10976, 7778, 996, 998, 1130, 7915, 643820, 519786, 7150, 12529, 22386, 7795, 11124, 8052, 247, 637566, 155007}"
316,macaroni,{'macaroni'},drurum,plant derivative,"{6274, 994, 6140}"
317,mustard oil,{'mustard oil'},brassica,plant derivative,"{5971, 87436}"
318,peanut butter,{'peanut butter'},arachis,plant derivative,"{11552, 36225, 5960, 12232, 62897, 62453, 5283321, 5283324, 14079}"
319,peanut oil,{'peanut oil'},arachis,plant derivative,"{5281, 5284421, 9862, 8103, 445639, 7895, 985, 527, 5281168, 8914, 3893, 5283349, 61303, 7802, 5283321, 8186, 379, 8892, 11005, 8158}"
320,rye,{'rye'},secale cereale,cereal,"{644104, 527, 8723, 31260, 15394, 6184, 439341, 5365811, 6202, 638011, 61503, 8768, 637511, 72, 1110, 61020, 5280863, 637542, 1130, 6251, 107, 7284, 7288, 444539, 637566, 126, 6274, 9862, 650, 33931, 441484, 445070, 5284503, 8857, 10393, 1183, 7847, 441005, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 18635, 10448, 1549026, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 8468, 798, 5284639, 11552, 802, 2345, 5315892, 323, 638278, 6986, 26447, 637775, 338, 5280598, 13144, 1889, 643941, 876, 878, 11128, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 439246, 439263, 994, 7654, 999, 998, 7150, 89594, 6140}"
321,storax,"{'storax', 'styrax', 'storax balsam'}",liquidambar orientalis,plant derivative,{1550890}
322,vinegar,{'vinegar'},apple,plant derivative,"{7302, 1031, 644104, 1032, 650, 527, 8468, 10393, 7193, 31260, 8094, 1183, 6560, 7711, 6561, 11552, 5280804, 31276, 176, 12209, 7344, 6584, 6202, 7997, 10430, 8768, 72, 7501, 6440397, 8655, 10957, 7249, 72276, 5280343, 7895, 8025, 445154, 7909, 998, 8038, 9064, 7654, 1130, 7150, 22386, 8052, 12278, 8314, 126}"
323,anise,"{'saunf', 'aniseed'}",pimpinella,spice,"{644104, 31244, 527, 4114, 8723, 31253, 5144, 31260, 15394, 5280804, 521253, 6184, 30248, 439341, 14896, 5365811, 7738, 638011, 5320250, 61503, 8768, 637511, 72, 61007, 1110, 5280343, 61020, 5280863, 637542, 1130, 107, 6251, 8815, 7284, 7288, 444539, 637563, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8857, 1183, 7847, 441005, 7858, 4276, 4788, 180, 5280443, 5363388, 5280445, 7362, 643779, 5317319, 18635, 17100, 10448, 1549026, 89316, 5281515, 439533, 240, 1549040, 243, 244, 11509, 247, 6918391, 5280511, 768, 8452, 7439, 784, 8468, 798, 5284639, 11552, 802, 7462, 22311, 7463, 2345, 5315892, 7476, 7478, 9015, 5366074, 2879, 323, 638278, 326, 6986, 6989, 637775, 159055, 26447, 338, 16724, 5280598, 13144, 1889, 643941, 878, 11128, 5322111, 18818, 6549, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 62385, 6072, 853433, 79803, 8130, 107971, 454, 17868, 439246, 403919, 1549778, 6616, 11230, 439263, 7654, 999, 998, 7144, 92139, 7150, 5352437, 89594, 6654, 31231}"
324,anise hyssop,"{'fragrant giant hyssop', 'blue giant hyssop'}",agastache,spice,"{17121, 246728, 18827, 6989, 14896, 19602, 5366074, 6654, 442495}"
325,star anise,"{'chinese star anise', 'badiam', 'star anise seed', 'star anise', 'staranise'}",illicium,spice,"{644104, 31244, 527, 8723, 31253, 5144, 31260, 15394, 6184, 439341, 14896, 5365811, 7738, 638011, 5320250, 61503, 8768, 637511, 72, 86609, 440917, 1110, 5280343, 61020, 5280863, 637542, 107, 6251, 8815, 7284, 7288, 444539, 637563, 10364, 637566, 12306047, 126, 442501, 9862, 650, 33931, 441484, 445070, 5284503, 442009, 10393, 5284507, 8857, 1183, 7847, 10407, 441005, 6508206, 7858, 4788, 180, 5280443, 5363388, 14525, 5280445, 519361, 14529, 643779, 2758, 11463, 5317319, 18635, 17100, 10448, 91354, 1549026, 5281515, 439533, 240, 1549040, 244, 11509, 1549045, 247, 6918391, 5280511, 768, 8452, 641294, 7439, 784, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 8499, 5315892, 7476, 323, 638278, 6986, 6989, 637775, 26447, 338, 5280598, 13144, 1889, 643941, 9064, 878, 11128, 10106, 289151, 18818, 11142, 3473, 6549, 5318042, 6561, 6050, 6054, 5367719, 6569, 5281708, 62385, 6072, 853433, 79803, 26049, 8130, 107971, 454, 439246, 403919, 439250, 94164, 6616, 11230, 439263, 7136, 7654, 999, 998, 7150, 442355, 89594, 6654, 31231}"
326,caraway,"{'meridian fennel', 'persian cumin'}",carum,spice,"{7460, 454, 12072, 102024, 155626, 5281515, 7438, 7439, 14896, 1201521, 31253, 440917, 31289, 24473, 6654, 16441}"
327,cardamom,{'cardamom'},elattaria,spice,"{1032, 644104, 8205, 527, 8723, 31253, 31260, 15394, 6430759, 6184, 8748, 439341, 14896, 5365811, 31289, 638011, 61503, 8768, 10819, 5284421, 637511, 72, 440917, 1110, 61020, 5280863, 12388, 8294, 637542, 1130, 107, 6251, 7794, 7284, 122485, 7288, 444539, 637566, 126, 442501, 9862, 8842, 33931, 441484, 650, 445070, 5284503, 10393, 16537, 5284507, 8857, 1183, 5281, 10402, 7847, 441005, 6508206, 64685, 7858, 5280435, 4788, 180, 5280443, 5363388, 5280445, 7362, 643779, 8900, 2758, 445639, 61130, 18635, 17100, 11468, 10448, 8914, 5365982, 381152, 1549025, 1549026, 5281515, 643820, 439533, 240, 244, 11509, 12534, 247, 11005, 5280511, 768, 8452, 7439, 784, 8468, 61206, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 9855795, 5315892, 3893, 5282108, 323, 638278, 6986, 6989, 5355853, 637775, 159055, 26447, 338, 5280598, 13144, 1889, 643941, 878, 8051, 11128, 62328, 10106, 379, 8063, 5275520, 18818, 11142, 6549, 5318042, 8094, 62367, 6560, 6561, 6050, 6054, 5367719, 8103, 6569, 5281708, 6072, 853433, 79803, 957, 111037, 8129, 8130, 107971, 454, 17868, 439246, 439250, 6616, 985, 11230, 439263, 7136, 8163, 7654, 999, 998, 8167, 7150, 8174, 442355, 5352437, 89594, 6654}"
328,cassia,"{'chinese cinnamon', 'chinese cassia'}",cinnamomum,spice,"{62465, 644104, 527, 8723, 31253, 5144, 5372954, 7707, 31260, 7194, 15394, 4133, 6184, 439341, 14896, 5365811, 68148, 31289, 31291, 638011, 61503, 8768, 637511, 72, 72276, 1110, 61020, 5280863, 637542, 1130, 107, 6251, 8815, 7284, 7288, 8314, 444539, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 5284503, 10393, 8857, 1183, 7847, 441005, 6508206, 64685, 7858, 4788, 180, 8375, 5280443, 5363388, 5280445, 10430, 519361, 7362, 643779, 2758, 11463, 18635, 10448, 89594, 1549026, 5281515, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 784, 641298, 798, 5284639, 11552, 802, 7461, 7462, 22311, 7463, 2345, 6428458, 5284656, 5315892, 2879, 323, 638278, 326, 5315912, 6986, 7501, 637775, 26447, 338, 6998, 5280598, 13144, 1889, 643941, 9064, 878, 11128, 18818, 5281167, 6549, 5318042, 8091, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 79803, 8130, 107971, 454, 439246, 8658, 7127, 6616, 11230, 439263, 7136, 8158, 10722, 996, 7654, 999, 998, 7150, 31226, 6654}"
329,celery,{'celery'},apium,spice,"{8194, 644104, 94217, 12813, 527, 4114, 8723, 6430738, 31253, 1049, 31260, 125468, 15394, 5280804, 31268, 1060, 6184, 30248, 1068, 439341, 66093, 15406, 14896, 5365811, 31289, 16441, 638011, 5320250, 6202, 61503, 8768, 5284421, 637511, 72, 440917, 1110, 5280343, 5363291, 61020, 5280863, 24832101, 8294, 637542, 1130, 107, 6251, 7794, 5367412, 7284, 521334, 7288, 444539, 637563, 637566, 126, 442501, 9862, 102024, 650, 33931, 441484, 445070, 19602, 5284503, 10393, 8857, 1183, 7335, 10408, 7847, 111274, 7852, 441005, 6508206, 7858, 4788, 4276, 180, 5280443, 5363388, 5317309, 10430, 5280445, 519361, 7362, 643779, 61126, 11463, 445639, 61130, 18635, 17100, 11467, 16217806, 10448, 89594, 7895, 1549025, 5352162, 1549026, 5281515, 439533, 240, 7410, 244, 11509, 247, 6918391, 5280511, 768, 8452, 6432005, 7945, 449290, 102667, 7438, 7439, 784, 5281553, 173843, 5018391, 798, 443167, 5284639, 11552, 86818, 802, 7460, 7461, 7462, 6431015, 12072, 22311, 7463, 2345, 9855795, 5315892, 8500, 7991, 9017, 5282108, 91457, 323, 638278, 642376, 6986, 643915, 332, 6989, 6987, 637775, 330573, 26447, 338, 5355856, 34645, 10582, 5280598, 13144, 1889, 643941, 875, 878, 880, 5281654, 11128, 62328, 8060, 8063, 18818, 1742211, 11142, 5281167, 402, 8082, 6549, 24473, 5280666, 5318042, 8094, 6561, 6050, 10659, 520098, 6054, 5367719, 8103, 6569, 5281708, 61361, 61362, 16821, 6072, 853433, 79803, 111037, 6590, 26049, 8129, 107971, 8130, 454, 460, 439246, 6616, 985, 11230, 439263, 7654, 999, 998, 8167, 92138, 7150, 8186, 10748, 6654}"
330,cinnamon,{'cinnamon'},cinnamomum,spice,"{62465, 644104, 31244, 527, 8723, 31253, 5144, 5372954, 7707, 31260, 7194, 15394, 6184, 439341, 14896, 5365811, 31289, 5320250, 31291, 638011, 6202, 61503, 8768, 637511, 72, 637520, 8785, 72276, 1110, 5280343, 61020, 5280863, 8294, 637542, 107, 6251, 8815, 7794, 7284, 7288, 444539, 637563, 10364, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 6432404, 5284503, 442009, 10393, 8857, 1183, 7847, 441005, 6508206, 64685, 7858, 4788, 180, 5280443, 5363388, 5280445, 519361, 7362, 643779, 2758, 11463, 6654, 18635, 17100, 11467, 10448, 89594, 102611, 1549018, 1549026, 5281515, 643820, 439533, 240, 3314, 243, 244, 11509, 1549045, 247, 6918391, 6321405, 5280511, 768, 8452, 784, 5281553, 641298, 443160, 443162, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 6428458, 5284656, 6448, 5315892, 667450, 637758, 12097, 323, 6428995, 638278, 326, 5315912, 6985, 6986, 6987, 6989, 637775, 335, 159055, 338, 26447, 6998, 5280598, 13144, 1889, 643941, 9064, 878, 8051, 11128, 5273467, 5322111, 18818, 1742211, 6532, 11142, 3473, 6549, 5318042, 8094, 6561, 6050, 6054, 5367719, 6569, 5281708, 61362, 6072, 853433, 79803, 111037, 26049, 8130, 107971, 454, 17868, 439246, 8658, 7127, 6616, 985, 11230, 439263, 7136, 996, 7654, 999, 998, 7150, 31225, 31226, 6432254}"
331,clove,{'clove'},syzygium,spice,"{644104, 8201, 5315594, 12813, 527, 8723, 31253, 31260, 31265, 15394, 5280804, 521253, 4133, 6184, 8748, 439341, 14896, 5365811, 68148, 638011, 61503, 8768, 637511, 72, 12367, 86609, 8785, 1110, 5280343, 61020, 5280863, 8294, 637542, 1130, 107, 6251, 8815, 7284, 7799, 7288, 444539, 637563, 10364, 637566, 12306047, 12306048, 324224, 126, 442501, 9862, 650, 33931, 441484, 445070, 6432404, 5284503, 442009, 10393, 8857, 1183, 7847, 8363, 441005, 6508206, 519857, 7858, 4788, 180, 5280443, 5363388, 5280445, 519361, 7361, 643779, 7362, 18635, 17100, 10448, 91354, 12658395, 10976, 1549026, 5281515, 439533, 250096, 240, 1549041, 3314, 244, 11509, 15094, 247, 243, 7410, 5280511, 768, 8452, 7439, 784, 14104, 798, 5284639, 11552, 802, 7462, 2345, 5284656, 11569, 9855795, 5315892, 637758, 11583, 12097, 323, 528708, 638278, 326, 6986, 6989, 637775, 26447, 338, 5280598, 13144, 1889, 643941, 9064, 878, 1201521, 8051, 11128, 5322111, 13187, 1742211, 62341, 3473, 6549, 5318042, 8091, 8093, 8094, 6561, 6050, 931, 6054, 5367719, 6569, 5281708, 6072, 853433, 6584, 79803, 957, 111037, 8130, 107971, 454, 17868, 5462988, 16846, 439246, 3026, 7127, 11230, 439263, 7136, 8163, 7654, 999, 998, 7150, 519662, 442355, 8181, 89594, 7165, 6654}"
332,cumin,{'cumin'},cuminum,spice,"{644104, 31244, 527, 8723, 31253, 31260, 15394, 6184, 10282, 439341, 14896, 5365811, 16441, 638011, 61503, 8768, 637511, 72, 1110, 5280343, 11744854, 61020, 5280863, 637542, 1130, 107, 92780, 6251, 8815, 7284, 7288, 444539, 637563, 10364, 637566, 126, 442501, 9862, 650, 33931, 441484, 445070, 5284503, 442009, 10393, 8857, 1183, 62117, 10407, 7847, 441005, 177, 7858, 4788, 180, 5280443, 5363388, 5280445, 643779, 2758, 11463, 5317319, 61130, 18635, 17100, 10448, 1549026, 5281515, 439533, 240, 244, 11509, 247, 6918391, 5280511, 768, 8452, 7438, 784, 8468, 443158, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 7465, 6428458, 2345, 6448, 5315892, 323, 325, 638278, 326, 6986, 6987, 6989, 637775, 26447, 338, 10582, 5280598, 13144, 1889, 643941, 9064, 878, 11128, 5322111, 18818, 11142, 3473, 6549, 5318042, 6561, 6050, 15558051, 6054, 5367719, 6569, 526762, 5281708, 6072, 853433, 79803, 26049, 8130, 107971, 454, 17868, 439246, 403919, 6616, 11230, 439263, 7136, 7654, 999, 998, 7150, 442355, 10231, 89594, 6654}"
333,ginger,{'ginger'},zingiber,spice,"{5356544, 220674, 8194, 1031, 644104, 527, 442384, 5283345, 8723, 31253, 31260, 15394, 521253, 65575, 6184, 10282, 8748, 439341, 31276, 14896, 31283, 68148, 5365811, 31289, 6202, 638011, 31291, 16441, 638014, 61503, 8768, 643139, 10819, 637511, 72, 27208, 5275726, 12367, 86609, 519764, 440917, 1110, 5280343, 15448, 61016, 61020, 5280863, 637542, 1130, 6251, 107, 8815, 7794, 20083, 7284, 521334, 7288, 637563, 444539, 10364, 637566, 12306047, 12306048, 126, 442501, 9862, 8842, 33931, 441484, 650, 445070, 1548943, 6432404, 5284503, 442009, 8857, 5284507, 10393, 1183, 5281, 521380, 9895, 7847, 94378, 61098, 64685, 6508206, 441005, 6436017, 7858, 4788, 180, 5280443, 5363388, 5280445, 14529, 519361, 643779, 8900, 7362, 2758, 11463, 445639, 6654, 61130, 18635, 17100, 11468, 5317319, 10448, 107217, 8914, 91354, 27866, 68316, 10976, 86752, 1549026, 8419, 1549025, 7909, 66282, 5281515, 5281516, 439533, 643820, 240, 244, 11509, 15094, 6918391, 247, 1549045, 12020, 6321405, 5280511, 768, 8452, 6432005, 11527, 20745, 3033866, 102667, 784, 8468, 14104, 798, 5284639, 11552, 802, 7460, 7461, 22310, 6431015, 22311, 7462, 7463, 2345, 6448, 5315892, 3893, 9017, 91457, 323, 638278, 6986, 6989, 26447, 637775, 170833, 338, 159055, 637776, 10582, 5280598, 13144, 84825, 61275, 12305247, 1889, 356, 643941, 11622, 9064, 878, 22386, 8051, 61303, 11128, 379, 18818, 13187, 11142, 9609, 33166, 3473, 6549, 5318042, 8091, 8094, 62367, 6560, 6561, 520098, 6050, 6054, 5367719, 8103, 6568, 6569, 5281708, 6584, 6072, 853433, 79803, 957, 111037, 26049, 8130, 107971, 454, 246728, 6552009, 106441, 8141, 439246, 403919, 6857681, 5318103, 6616, 985, 11230, 8159, 439263, 7136, 8163, 996, 7654, 999, 998, 92138, 92139, 31211, 7150, 8175, 519662, 442355, 5352437, 227829, 89594, 6432254}"
334,mace,{'mace'},myristica,spice,"{31253, 5144, 11552, 7460, 7462, 7463, 14896, 61362, 853433, 111037, 14529, 11463, 637566, 17100, 440917, 7127, 1549026, 5281515, 3314, 6654, 8063}"
335,marjoram,"{'knotted marjoram', 'oregano', 'sweet marjoram', 'pot marjoram'}",origanum majorana,spice,"{644104, 527, 8723, 31253, 31260, 15394, 6184, 10282, 8748, 439341, 14896, 31283, 68148, 5365811, 5320250, 638011, 442428, 61503, 8768, 21057, 86597, 637511, 72, 12366, 86609, 1110, 5280343, 11744854, 61020, 15560285, 5280863, 8294, 637542, 440936, 1130, 107, 67179, 6251, 21159022, 8815, 7284, 122485, 7800, 7288, 444539, 637563, 10364, 637566, 12306047, 126, 442501, 9862, 650, 33931, 441484, 445070, 6432404, 5284503, 10393, 8857, 1183, 7847, 441005, 6508206, 64685, 7858, 4788, 180, 5280443, 5363388, 5280445, 10430, 14529, 643779, 2758, 11463, 5317319, 18635, 17100, 5364430, 10448, 91354, 1549025, 1549026, 5281515, 643820, 439533, 240, 244, 11509, 247, 5280511, 768, 8452, 11527, 7439, 784, 5281553, 8468, 443156, 14104, 16666, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 12072, 7463, 2345, 6448, 5315892, 9015, 323, 325, 638278, 6986, 6989, 637775, 159055, 170833, 338, 26447, 5280598, 13144, 12305247, 1889, 643941, 9064, 878, 8048, 261491, 11128, 379, 18818, 11142, 18827, 5281167, 5281168, 6549, 80790, 93081, 5318042, 14235, 62367, 6561, 6050, 6054, 5367719, 6569, 5281708, 6072, 853433, 8122, 79803, 111037, 26049, 8130, 107971, 454, 17868, 439246, 403919, 7127, 6616, 985, 11230, 439263, 7654, 999, 998, 92138, 31211, 7150, 442355, 89594, 6654}"
336,nutmeg,{'nutmeg'},myristica,spice,"{10248, 644104, 527, 8723, 31253, 5144, 31260, 15394, 6184, 10282, 8748, 439341, 15406, 14896, 5365811, 6202, 638011, 61503, 8768, 637511, 72, 86609, 72276, 440917, 1110, 5280343, 11744854, 61020, 5280863, 8294, 637542, 1130, 107, 67179, 6251, 8815, 7284, 521332, 7288, 444539, 637563, 10364, 637566, 126, 442501, 9862, 8842, 33931, 441484, 650, 445070, 5284503, 442009, 10393, 8857, 1183, 7847, 441005, 6508206, 64685, 7858, 4788, 4276, 226486, 180, 5280443, 5363388, 5280445, 98497, 14529, 517827, 643779, 7362, 2758, 11463, 61130, 18635, 17100, 10448, 1549025, 1549026, 5281515, 643820, 5281516, 439533, 240, 3314, 244, 11509, 1549045, 247, 11005, 5280511, 768, 8452, 264, 784, 798, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 6448, 5315892, 8500, 9017, 6428986, 323, 325, 638278, 326, 6986, 6989, 637775, 159055, 26447, 338, 5280598, 13144, 1889, 643941, 9064, 878, 11128, 379, 8063, 18818, 11142, 3473, 6549, 5318042, 8094, 62367, 6561, 6050, 6054, 5367719, 6569, 5281708, 61362, 6072, 853433, 565690, 79803, 111037, 26049, 8130, 107971, 454, 6552009, 17868, 439246, 403919, 7127, 6616, 11230, 439263, 7136, 7654, 999, 998, 7150, 442355, 89594, 6654}"
337,oregano,{'oregano'},origanum vulgare,spice,"{644104, 5315594, 527, 8723, 31253, 522266, 6370843, 31260, 7707, 5372954, 15394, 7714, 6184, 10282, 439341, 14896, 5365811, 31289, 5320250, 638011, 442428, 638014, 61503, 8768, 86597, 637511, 72, 519764, 1110, 5280343, 11744854, 61020, 5280863, 8294, 637542, 1130, 107, 6251, 21159022, 8815, 12403, 7284, 7288, 444539, 637563, 10364, 637566, 12306047, 324224, 442495, 126, 442501, 9862, 650, 33931, 441484, 445070, 6432404, 5284503, 10393, 8857, 1183, 521380, 10856614, 7847, 10408, 10407, 441005, 6508206, 64685, 7858, 4788, 180, 5280443, 5363388, 5280445, 14529, 643779, 2758, 11463, 6654, 5317319, 18635, 17100, 8908, 11468, 10448, 91354, 68316, 381152, 7393, 1549025, 1549026, 61153, 5281515, 643820, 5281516, 439533, 240, 15600, 244, 11509, 15094, 247, 6918391, 6321405, 5280511, 768, 8452, 11527, 65289, 7439, 784, 5281553, 8468, 14104, 798, 443167, 5284639, 11552, 802, 7460, 7461, 7462, 22311, 7463, 2345, 6448, 5315892, 91457, 323, 638278, 6986, 6989, 637775, 159055, 26447, 338, 5280598, 13144, 1889, 643941, 878, 261491, 5281654, 11128, 18818, 11142, 18827, 5281168, 6549, 80790, 93081, 5318042, 24473, 6428573, 8094, 62367, 6561, 6050, 6054, 5367719, 6569, 5281708, 14257, 6072, 853433, 79803, 111037, 26049, 8130, 107971, 454, 246728, 17868, 8141, 439246, 403919, 6616, 11230, 439263, 8158, 288227, 8163, 7654, 999, 998, 92138, 7150, 519662, 442355, 89594, 6432254}"
