pubchem id,common name,flavor profile
387977,Curcumenol,"{'fresh', 'fatty'}"
3879,lanatoside C,"{'metallic', 'fatty'}"
3893,lauric acid,"{'bay oil', 'metal', 'mild', 'coconut', 'fatty'}"
402,hydrogen sulfide,"{'egg', 'rotten'}"
403919,CHEBI:49249,{'balsamic'}
4114,methoxsalen,{'bitter'}
4133,methyl salicylate,"{'mint', 'peppermint', 'wintergreen'}"
42011,"3,6-Nonadien-1-ol",{''}
4276,Myristicin,"{'balsamic', 'woody', 'warm', 'spice', 'balsam'}"
429065,Ethyl Crotonate,{''}
43263,2-Pentyl butyrate,"{'apricot', 'cashew', 'sweet', 'banana', 'herbal', 'fruity'}"
439246,naringenin,{'bitter'}
439250,(-)-Limonene,"{'pine', 'peppery', 'herbal', 'terpene', 'camphoraceous'}"
439263,(+)-Neomenthol,"{'camphoraceous', 'mentholic', 'sweet', 'minty'}"
439341,alpha-Maltose,"{'odorless', 'sweet'}"
439533,Taxifolin,{'bitter'}
439570,(-)-Carvone,"{'mint', 'spearmint', 'minty', 'herbal', 'sweet'}"
440917,D-Limonene,"{'fresh', 'citrus', 'lemon', 'orange', 'sweet', 'mint'}"
440936,arbutin,{'bitter'}
440967,(-)-beta-Pinene,"{'woody', 'dry', 'hay', 'pine', 'green', 'fresh', 'resinous'}"
440968,(-)-alpha-Pinene,"{'pine', 'warm', 'fresh', 'resinous', 'sharp'}"
441005,(+)-delta-Cadinene,"{'dry', 'herbal', 'thyme', 'medicine', 'woody', 'wood'}"
441484,alpha-L-Sorbopyranose,"{'bitter', 'sweet'}"
442009,carnosol,{'bitter'}
44229138,(RS)-norcoclaurinium,"{'fruity', 'milky', 'sweet'}"
442343,Levomenol,"{'nutty', 'herb', 'coconut', 'fruity'}"
442353,beta-Chamigrene,{''}
442355,AC1L9CNW,"{'spice', 'woody', 'wood'}"
442384,5986-55-0,"{'patchouli', 'earthy', 'powdery', 'camphor'}"
442393,Beta-Selinene,{''}
442428,naringin,{'bitter'}
442462,Carvone oxide,"{'mint', 'spearmint', 'sweet', 'spicy', 'caraway'}"
442482,(R)-(-)-alpha-Phellandrene,"{'terpene', 'medicinal'}"
442495,(+)-Pulegone,{''}
442501,(+)-alpha-Terpineol,"{'lilac', 'citrus', 'woody', 'anise', 'terpene', 'floral', 'pine', 'oil', 'mint'}"
443156,(+)-3-Carene,"{'sweet', 'lemon'}"
443158,(-)-Linalool,"{'floral', 'natural', 'woody', 'lavender', 'fresh', 'deep'}"
443160,(+)-alpha-phellandrene,{'dill'}
443162,(-)-alpha-Terpineol,"{'floral', 'lilac'}"
443167,(+)-isodihydrocarvone,"{'herb', 'herbal', 'warm'}"
444212,trans-Aconitic acid,"{'toasted', 'vegetable', 'dry', 'nut', 'musty'}"
444539,Cinnamic Acid,"{'balsam', 'sweet', 'honey', 'storax'}"
444972,fumaric acid,"{'odorless', 'sour'}"
445070,farnesol,"{'anise', 'grapefruit', 'orange', 'balsam', 'lily', 'fresh', 'mild', 'pear', 'muguet', 'sweet', 'angelica', 'linden', 'waxy', 'clove', 'floral'}"
445154,resveratrol,{'bitter'}
4453,"1-(4-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-2,6-dihydroxyphenyl)-3-(3-hydroxy-4-methoxyphenyl)propan-1-one","{'bland', 'sweet-like'}"
445638,palmitoleic acid,{''}
445639,oleic acid,"{'fat', 'waxy', 'fatty', 'lard', 'faint', 'fried'}"
446925,Lycopene,"{'oriental', 'balsam'}"
447466,Crotonaldehyde,{''}
448996,2-Nonen-4-one,{'fruity'}
449290,(+)-trans-Limonene oxide,{'green'}
454,Octanal,"{'citrus', 'fatty', 'waxy', 'soap', 'lemon', 'orange peel', 'green', 'aldehydic', 'fat'}"
4564493,19322-27-1,"{'caramel', 'candy', 'sugar', 'sweet', 'cotton', 'bready'}"
460,guaiacol,"{'spice', 'medicine', 'woody', 'vanilla', 'phenolic', 'smoke', 'medicinal', 'sweet', 'smoky'}"
4650,p-benzoquinone,{''}
46779070,S-Methyl 4-methylpentanethioate,{''}
4680,papaverine,{'bitter'}
473,4-Methylthio-2-oxobutanoic acid,{''}
4788,phloretin,"{'bitter', 'odorless'}"
49,3-Methyl-2-oxobutanoic acid,{'fruity'}
4947,propyl gallate,"{'bland', 'bitter'}"
5018391,Sedanolide,{'herbal'}
5054,resorcinol,"{'creamy', 'nutty', 'hawthorn', 'phenolic', 'musty'}"
513197,Isoxanthohumol,{'bitter'}
5144,safrole,"{'anise', 'sassafrass', 'floral', 'woody', 'warm', 'spice', 'sweet', 'spicy'}"
517827,103-95-7,"{'cyclamen', 'fresh', 'floral', 'green', 'musty', 'rhubarb'}"
518472,Bornyl formate,"{'earth', 'camphor', 'woody', 'medical', 'pine', 'green', 'musty', 'herbal', 'balsam', 'earthy'}"
518810,3-Mercaptohexyl acetate,"{'passion fruit', 'floral', 'tropical', 'box tree', 'pear', 'fruity'}"
518856,"2,5-Diethyl-4-methylthiazole","{'green', 'nutty'}"
518937,Furfuryl methyl sulfide,"{'horseradish', 'pungent', 'vegetable', 'garlic', 'onion', 'sulfury'}"
519158,3-Decanol,"{'fatty', 'mushroom', 'orange', 'musty', 'floral'}"
519323,"p-Mentha-1,5-dien-8-ol",{''}
519361,"(5xi,7xi,10xi)-eudesma-4(14),11-diene","{'herb', 'herbal'}"
519382,Dihydro-beta-ionone,"{'amber', 'mahogany', 'woody', 'earthy', 'orris', 'dry'}"
519539,2-sec-Butylthiazole,"{'raw', 'green', 'pepper', 'herbal'}"
519662,l-.alpha.-Cadinol,"{'herb', 'wood'}"
519732,5-Ethyl-2-methylthiazole,{''}
519764,.beta.-Sesquiphellandrene,"{'herbal', 'woody', 'fruity', 'wood'}"
519786,Isopentyl isobutyrate,"{'apricot', 'green', 'pineapple', 'banana', 'waxy', 'fruity'}"
519823,3-Methyl-2-butanethiol,"{'beefy', 'meaty', 'repulsive'}"
519845,Methyl 3-hydroxyhexanoate,"{'juicy', 'woody', 'pineapple', 'oily', 'ripe', 'sweet', 'fruity'}"
519857,Cubenol,"{'herb', 'green', 'green tea', 'tea', 'spice', 'spicy', 'herbal'}"
519890,Methyl 2-methylpentanoate,"{'berry', 'fruity', 'hazelnut', 'tropical', 'apple'}"
520098,24168-70-5,"{'earth', 'carrot', 'pepper', 'green', 'pea', 'musty', 'galbanum', 'bell'}"
520108,2-Acetylthiazole,"{'chocolate', 'nut', 'popcorn', 'hazelnut', 'nutty', 'roast', 'sulfur', 'roasted peanuts'}"
520144,1-Mercapto-2-propanone,{''}
520148,Phenethyl 2-methylbutyrate,"{'rose', 'floral', 'tropical', 'green', 'sweet', 'waxy'}"
520191,"3-Acetyl-2,5-dimethylthiophene","{'meaty', 'roasted', 'burnt'}"
520296,delta-Tetradecalactone,"{'creamy', 'oil', 'milky', 'dairy', 'sweet', 'waxy', 'fatty'}"
520326,3-Methylbutyl 2-methylbutanoate,"{'cherry', 'apple', 'citrus', 'blueberry', 'sweet', 'fruity'}"
520440,1-p-Menthen-9-al,{''}
520455,Octyl 2-methylbutyrate,"{'fruity', 'green', 'musty', 'waxy'}"
520682,3-Mercapto-3-methyl-1-butanol,"{'roasted', 'vegetable', 'meat broth', 'sweet', 'spicy'}"
520895,"3,5-Diethyl-1,2,4-trithiolane",{'sulfurous'}
521185,"4,8-Methanoazulen-9-ol, decahydro-2,2,4,8-tetramethyl-, stereoisomer","{'earth', 'spicy', 'woody', 'earthy'}"
521238,3-Octyl acetate,{''}
521246,3-oxobutan-2-yl acetate,"{'sweet', 'pungent', 'buttery', 'creamy'}"
521253,(-)-Zingiberene,"{'fresh', 'sharp', 'spice'}"
521300,1-Hydroxybutan-2-one,"{'coffee', 'butterscotch', 'sweet', 'musty', 'malt', 'grain'}"
521332,STK020088,"{'weedy', 'clary', 'amber', 'woody', 'sweet', 'balsam'}"
521334,gamma-Selinene,"{'woody', 'wood'}"
521380,"Naphthalene, 1,2,4a,5,8,8a-hexahydro-4,7-dimethyl-1-(1-methylethyl)-","{'woody', 'green'}"
521869,S-Methyl propanethioate,"{'sulfurous', 'dairy', 'milky', 'alliaceous'}"
521873,"2-Furanmethanethiol, 5-methyl-","{'sulfurous', 'sulfur', 'roasted', 'coffee', 'roast'}"
521902,"Disulfide, 1-methylpropyl propyl",{''}
522071,2-heptanethiol,"{'vegetable', 'sulfurous', 'skunky', 'onion', 'sweaty', 'pungent'}"
522111,Butyl ethyl disulfide,"{'onion', 'sulfurous', 'garlic', 'cooked'}"
522214,Isopropyl 2-methylbutyrate,"{'ethereal', 'tropical', 'oily', 'pineapple', 'green', 'sweet', 'fruity'}"
522266,Spathulenol,"{'earthy', 'fruity', 'herb', 'herbal', 'fruit'}"
522458,Butyl propyl disulfide,{'sulfurous'}
522459,Methyl pentyl disulfide,"{'onion', 'sulfurous'}"
522514,Linaloyl oxide,{''}
522676,Isoamyl nonanoate,"{'fruity', 'oily', 'floral', 'apricot'}"
523035,"2,3-Dehydro-1,8-cineole","{'mint', 'lemon'}"
524200,Silveterpinolene,{''}
524975,"2,6-Dimethoxy-4-propylphenol",{'phenolic'}
525358,ethyl methyl trisulfide,"{'onion', 'garlic', 'green'}"
526152,Methyl 5-acetoxyhexanoate,{'fruity'}
526195,4-Methoxy-2-methyl-2-butanethiol,"{'sulfurous', 'cat', 'tropical', 'minty', 'catty', 'blackcurrant', 'black currant'}"
526487,3-Mercapto-3-methylbutyl formate,"{'roasted', 'cat', 'sweaty', 'roast', 'herbal', 'fruity'}"
526624,Bis(2-methyl-3-furyl)disulfide,"{'roasted', 'scallion', 'onion', 'roasted meat', 'sulfury', 'meaty'}"
526762,"1,3-p-Menthadien-7-al","{'spice', 'spicy', 'fatty', 'fat'}"
526853,"1-(3,4-dihydro-2H-1,4-thiazin-5-yl)ethanone","{'nutty', 'roasted', 'cooked'}"
527144,P-Menth-1-en-9-yl acetate,"{'fruit', 'herb', 'warm', 'spicy', 'herbal', 'fruity'}"
5273467,Isopentyl cinnamate,"{'cocoa', 'floral', 'amber', 'musty', 'orchid'}"
527435,3-Mercapto-2-methylpentanal,"{'onion', 'sulfurous'}"
527498,"1(2H)-Naphthalenone, octahydro-7.alpha.-isopropyl-4a.beta.,8a.beta.-dimethyl-, (+)-",{''}
5275520,Geranic Acid,"{'weedy', 'woody', 'lemon', 'acidic', 'dry', 'green', 'feet', 'moldy'}"
5275726,5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)tetradecan-3-one,"{'musk', 'woody'}"
527,Propionaldehyde,"{'alcohol', 'cocoa', 'earthy', 'nutty', 'solvent', 'wine', 'whiskey', 'pungent'}"
5280343,quercetin,{'bitter'}
5280435,Phytol,"{'delicate', 'balsam', 'powdery', 'waxy', 'flower', 'floral'}"
5280443,apigenin,{'bitter'}
5280445,luteolin,{'bitter'}
5280450,linoleic acid,"{'fatty', 'faint'}"
5280462,Vomifoliol,{'fruity'}
5280511,(Z)-cinnamyl alcohol,"{'balsam', 'powdery', 'bitter', 'oil', 'sweet', 'green', 'hyacinth', 'spicy', 'cinnamic'}"
5280598,Farnesal,"{'floral', 'minty'}"
5280666,Chrysoeriol,{'bitter'}
5280804,Isoquercitrin,{'odorless'}
5280863,kaempferol,{'bitter'}
5281162,3025-30-7,"{'creamy', 'apple', 'tropical', 'green', 'pear', 'sweet', 'waxy', 'fruity'}"
5281163,Ethyl tiglate,"{'berry', 'tutti frutti', 'floral', 'raspberry', 'tropical', 'sweet', 'caramel', 'fruity'}"
5281167,(Z)-Hex-3-en-1-ol,"{'fresh', 'vegetable', 'green', 'leafy', 'foliage', 'oily', 'grass', 'herbal', 'cut grass'}"
5281168,trans-2-Hexenal,"{'banana', 'aldehydic', 'fat', 'vegetable', 'rancid', 'green', 'cheesy', 'leafy', 'fatty', 'fruity', 'almond', 'apple', 'sweet', 'plum'}"
5281222,butein,{'bitter'}
5281404,Harmane,{'bitter'}
5281428,Artemorin,{'bitter'}
5281515,Beta-Caryophyllene,"{'dry', 'woody', 'spice', 'wood', 'clove', 'sweet'}"
5281516,alpha-Farnesene,"{'myrrh', 'neroli', 'lavender', 'wood', 'green', 'citrus', 'herbal', 'sweet', 'lime', 'bergamot'}"
5281517,(E)-beta-farnesene,{''}
5281520,Humulene,{''}
5281534,Alpha-Sinensal,"{'citrus', 'mandarin', 'orange'}"
5281535,beta-Sinensal,{''}
5281544,Oleuropein,{'bitter'}
5281553,Ocimene,"{'terpene', 'citrus', 'woody', 'tropical', 'herb', 'green', 'sweet', 'herbal'}"
5281607,chrysin,{'bitter'}
5281611,"3,7,4'-Trihydroxyflavone",{'bitter'}
5281614,Fisetin,{'bitter'}
5281617,Genkwanin,{'bitter'}
5281654,Isorhamnetin,{'bitter'}
5281670,morin,{'bitter'}
5281680,Quercetagetin,{'bitter'}
5281697,Scutellarein,{'bitter'}
5281701,Tricetin,{'bitter'}
5281707,Coumestrol,{'bitter'}
5281708,daidzein,{'bitter'}
5281804,Prunetin,{'bitter'}
5281929,Methyl jasmonate,{''}
5281,stearic acid,"{'mild', 'fatty', 'odorless'}"
5282108,Alpha-Ionone,"{'wood', 'floral', 'woody', 'orris', 'tropical', 'raspberry', 'sweet', 'violet', 'fruity'}"
5282109,Geranyl formate,"{'neroli', 'fresh', 'green', 'tea', 'rose', 'bitter'}"
5282110,Cinnamyl acetate,{''}
5282184,Ethyl Linoleate,{''}
5282707,trans-2-Hexenoic acid,{''}
5282708,trans-3-Hexenoic acid,{''}
5282716,3-Octenoic Acid,"{'oily', 'fatty'}"
5282724,2-Decenoic acid,"{'oily', 'sweet', 'fresh', 'waxy', 'fruity'}"
5282726,4-Decenoic acid,{''}
5282800,"(10E,12Z)-octadeca-10,12-dienoic acid",{''}
5283316,(E)-Hept-2-enal,"{'fat', 'pungent', 'almond', 'vegetable', 'soap', 'green', 'fresh', 'fatty'}"
5283321,"trans,trans-2,4-Heptadienal","{'hazelnut', 'cinnamon'}"
5283324,trans-2-Octenal,"{'banana', 'leaf', 'fresh', 'fat', 'cucumber', 'green', 'waxy', 'fatty', 'nut', 'herbal'}"
5283329,"(2E,4E)-Octa-2,4-dienal","{'cucumber', 'green', 'pear', 'melon', 'seaweed', 'fatty'}"
5283335,trans-2-Nonenal,"{'cucumber', 'green', 'waxy', 'melon', 'paper', 'fatty'}"
5283339,"trans,trans-2,4-Nonadienal",{''}
5283345,trans-2-Decenal,"{'coriander', 'aldehydic', 'green', 'waxy', 'fatty', 'earthy', 'mushroom', 'orange', 'oily', 'rose', 'tallow', 'floral'}"
5283349,"(2E,4E)-deca-2,4-dienal","{'melon', 'fresh', 'fat', 'sweet', 'cucumber', 'green', 'fatty', 'nut', 'orange', 'meat', 'citrus', 'oily', 'wax', 'pumpkin', 'fried'}"
5283356,2-Undecenal,"{'fat', 'citrus', 'soap', 'green', 'sweet', 'fresh', 'orange peel', 'fruity'}"
5283361,trans-2-Dodecenal,"{'herbal', 'metallic', 'fat', 'citrus', 'aldehydic', 'orange', 'green', 'sweet', 'mandarin', 'waxy', 'fruity'}"
5283383,"9,12-Octadecadienal",{''}
5284421,Methyl Linoleate,{''}
5284503,trans-3-Hexen-1-ol,"{'earthy', 'fatty', 'fresh', 'green', 'moss', 'bitter', 'intensely'}"
5284507,Nerolidol,"{'wood', 'floral', 'citrus', 'woody', 'wax', 'green', 'flower', 'waxy'}"
5284639,NSC5112,{'bitter'}
5284656,(Z)-Ethyl cinnamate,"{'berry', 'powdery', 'honey', 'plum', 'flower', 'sweet', 'spicy', 'balsam', 'fruity', 'cinnamon'}"
528698,42348-12-9,"{'sweet', 'maple'}"
528708,.alpha.-Calacorene,"{'woody', 'wood'}"
528763,1203-08-3,{''}
529056,101517-87-7,"{'roasted', 'peanut', 'cocoa'}"
529251,2-propionyl-1-pyrroline,"{'fishy', 'roasted', 'roast'}"
529253,Acetoyl butyrate,"{'berry', 'creamy', 'acetic', 'cheese', 'dried berry', 'butter', 'fruity'}"
529388,UNII-H5E892YJGG,{''}
529481,"3-methylnonane-2,4-dione","{'fruit', 'burnt', 'straw', 'caramel', 'fruity'}"
529496,2-Heptyl butanoate,"{'vegetable', 'green', 'fruity'}"
5311110,50-69-1,{''}
5315594,AC1NST8Q,"{'herb', 'herbal'}"
5315892,cinnamyl alcohol,"{'balsam', 'powdery', 'bitter', 'green', 'sweet', 'hyacinth', 'spicy', 'cinnamic'}"
5315912,(Z)-Cinnamyl acetate,"{'floral', 'sweet', 'spicy', 'balsam', 'cinnamon'}"
5317309,Falcarindiol,{'bitter'}
5317319,beta-cis-farnesene,"{'citrus', 'woody', 'sweet', 'wood'}"
5317570,(-)-Germacrene D,"{'spice', 'woody', 'wood'}"
5318042,trans-2-Hexen-1-Ol,"{'alcohol', 'fresh', 'leaf', 'green', 'leafy', 'pepper', 'fruit', 'walnut', 'unripe banana', 'fruity', 'wine'}"
5318103,AC1NSWDQ,"{'herb', 'herbal'}"
5318517,Andrographolide,{'bitter'}
5318557,Isoelemicin,"{'spice', 'flower'}"
5318599,trans-2-Octen-1-Ol,"{'citrus', 'plastic', 'green', 'soap'}"
5318734,Juniper camphor,{''}
5319706,Methyl Linolenate,{''}
5319754,2-Methyl-2-Pentenal,{''}
5319765,Methyl propyl trisulfide,"{'metallic', 'green', 'garlic', 'sulfurous', 'onion'}"
5320250,(Z)-Beta-Ocimene,"{'floral', 'citrus', 'herb', 'warm', 'flower', 'sweet'}"
5320722,Propenyl propyl disulfide,"{'onion', 'sulfurous', 'cooked'}"
5321950,Tiglic aldehyde,"{'ethereal', 'green', 'anisic', 'fruity', 'nutty', 'fruit', 'pungent'}"
5322111,Caryophyllene,"{'spicy', 'woody', 'wood'}"
5323650,Methyl sorbate,"{'pungent', 'licorice', 'fruity'}"
5324489,cis-2-Hexen-1-ol,{''}
53425122,1-(Ethyltrisulfanyl)propane,"{'onion', 'alliaceous', 'garlic', 'green'}"
534429,2-Pentadecyn-1-ol,{''}
53472027,D-Isoleucine Methyl Ester Hydrochloride,{''}
5352162,Neryl butyrate,"{'leaf', 'green', 'waxy', 'fatty', 'orange', 'oily', 'fruity', 'tropical', 'rose', 'fruit', 'apple', 'sweet', 'raspberry'}"
5352428,(Z)-4-Hydroxy-6-dodecenoic acid lactone,"{'creamy', 'dairy', 'peach', 'sweet', 'waxy', 'fruity', 'fatty'}"
5352437,(E)-gamma-Bisabolene,"{'balsam', 'spicy', 'citrus', 'opoponax', 'myrrh'}"
5352438,16491-36-4,"{'fresh', 'metallic', 'green', 'fruity', 'buttery', 'apple', 'wine'}"
5352460,68698-59-9,"{'grape', 'apple', 'green', 'pear', 'banana', 'waxy'}"
5352461,trans-2-Hexenyl butyrate,"{'apple', 'grassy', 'green', 'banana', 'fruity', 'orchid'}"
5352463,2-Hexenyl propanoate,"{'apple', 'pear', 'fruity', 'green'}"
5352481,"5,6-Epoxy-beta-ionone","{'berry', 'powdery', 'fruit', 'wood', 'woody', 'orris', 'sweet', 'violet', 'fruity'}"
5352539,41519-23-7,"{'cut grass', 'apple', 'cut privet', 'green', 'pear', 'fruity'}"
5352543,cis-3-Hexenyl hexanoate,"{'fruit', 'grassy', 'winey', 'prune', 'tropical', 'pear', 'green', 'pineapple', 'waxy', 'fruity'}"
5352626,Jasmine lactone,{''}
5352770,Ethyl cis-4-octenoate,{''}
5352774,Methyl (Z)-oct-4-enoate,{''}
5352830,4-DECENYL ACETATE (Z),"{'oily', 'rose', 'spicy', 'floral'}"
5352837,cis-5-Octen-1-ol,"{'watery', 'fresh', 'melon', 'watermelon'}"
5352876,"3,5-Octadien-2-one","{'fruit', 'fat', 'grassy', 'green', 'mushroom', 'fruity', 'fatty'}"
5352905,"4-Propenyl-2,6-dimethoxyphenol","{'sweet', 'spicy'}"
5352973,(E)-2-Hexenyl hexanoate,"{'waxy', 'natural', 'cognac', 'green', 'herbal', 'clean'}"
5353545,MLS002702988,{'bitter'}
5353547,Cucurbitacine E,{'bitter'}
5354763,Allyl crotonate,{''}
5354833,cis-2-Nonenal,"{'aldehydic', 'fat', 'cucumber', 'green', 'waxy', 'fatty', 'orris', 'citrus'}"
5354882,Neryl formate,"{'rose', 'tea', 'green', 'geranium', 'herbal', 'fruity'}"
5354896,alpha-Methyl cinnamaldehyde,"{'sweet', 'spicy', 'cassia', 'cinnamon'}"
5355853,Geranyl propionate,{'bitter'}
5355856,Geranyl butyrate,{''}
5356544,Peruviol,"{'wax', 'mild', 'floral'}"
5362563,"2,4-Dimethyl-5-vinylthiazole","{'nutty', 'cocoa'}"
5362572,67860-38-2,"{'meaty', 'burnt'}"
5362579,UNII-842I7XQG7D,{''}
5362583,Ethyl trans-4-decenoate,"{'waxy', 'fruity', 'cognac', 'green'}"
5362588,81925-81-7,"{'nut skin', 'myrcene', 'hazelnut', 'filbert', 'nutty', 'nut', 'raw', 'sweet', 'ketonic'}"
5362592,"Propyl 2,4-decadienoate","{'pear', 'melon', 'green', 'fatty'}"
5362616,(Z)-Hept-2-enal,{''}
5362622,Ethyl 3-Hexenoate,{''}
5362623,Ethyl (Z)hex-3-enoate,"{'sweet', 'metallic', 'apple', 'green', 'pear', 'pineapple', 'fresh', 'fruity'}"
5362661,2-Isopropyl-5-methyl-2-hexenal,{''}
5362696,"2,4-Decadien-1-ol","{'citrus', 'waxy', 'melon', 'fatty'}"
5362720,cis-6-Nonenal,"{'cucumber', 'cantaloupe', 'green', 'waxy', 'melon'}"
5362782,"3-Hexenoic acid, methyl ester","{'sweet', 'earthy', 'slightly fruity'}"
5362792,cis-6-Nonen-1-ol,"{'cucumber', 'honeydew', 'cantaloupe', 'green', 'fresh', 'waxy', 'melon', 'clean'}"
5362814,cis-4-Heptenal,"{'creamy', 'milky', 'biscuit', 'oily', 'dairy', 'cream', 'green', 'fatty'}"
5362819,methyl (Z)-3-hexenoate,"{'floral', 'fruity'}"
5362830,Geranyl isovalerate,{'bitter'}
5362833,"trans,cis-2,6-Nonadien-1-ol","{'cucumber', 'leafy', 'oily', 'green', 'violet'}"
5363140,5-Methyl-3-Hexen-2-One,"{'sweet', 'cheese', 'berry'}"
5363229,3-Octen-2-One,"{'hay', 'crushed bug', 'nut', 'blueberry', 'mushroom', 'sweet', 'spicy', 'herbal', 'earthy'}"
5363231,7-Methyloct-3-en-2-one,"{'floral', 'fruity'}"
5363269,Ethyl oleate,{''}
5363291,cis-3-Hexenyl pyruvate,"{'melon rind', 'cucumber skin', 'oily', 'green', 'banana peel', 'tea'}"
5363388,cis-3-Hexenyl acetate,"{'apple', 'fresh', 'banana', 'grassy', 'fruity', 'sweet', 'green'}"
5363526,Ocimene quintoxide,{''}
5363741,gamma-Ionone,"{'floral', 'woody'}"
5363817,alpha-Ionol,"{'floral', 'woody', 'tropical', 'ionone', 'sweet', 'violet'}"
5363896,4-Methyl-2-phenyl-2-pentenal,"{'cocoa', 'powdery', 'nutty', 'rose', 'sweet'}"
5364231,cis-3-Hexenyl lactate,"{'leaf', 'leafy', 'tropical', 'green', 'sweet', 'waxy', 'melon', 'fruity', 'violet'}"
5364399,Ethyl 2-octenoate,"{'must', 'fruit', 'pungent', 'oil', 'tropical', 'green', 'waxy', 'fruity'}"
5364409,Methyl 2-Hexenoate,"{'green', 'pineapple', 'earthy', 'fruity', 'fatty'}"
5364430,Ethyl elaidate,"{'milky', 'tallow', 'oily', 'dairy', 'waxy', 'fatty'}"
5364438,(Z)-7-Hexadecenal,{''}
5364519,cis-3-Octen-1-ol,"{'powerful', 'fresh', 'melon', 'fruity', 'fatty'}"
5364532,Methyl oct-2-enoate,"{'pear skin', 'fruity'}"
5364578,3-Hepten-2-One,"{'caraway', 'grassy', 'green'}"
5364631,cis-3-Nonen-1-ol,"{'melon rind', 'tropical', 'green', 'mushroom', 'fresh', 'waxy'}"
5364752,trans-2-Pentenal,"{'strawberry', 'fruit', 'apple', 'pungent', 'orange', 'tomato', 'green', 'fruity'}"
5364778,Ethyl hex-2-enoate,"{'juicy', 'vegetable', 'rum', 'green', 'sweet', 'fruity'}"
5364789,Butyl angelate,"{'rose', 'wine', 'spicy', 'fruity'}"
5364919,cis-2-Penten-1-ol,"{'ethereal', 'plastic', 'green', 'rubber', 'fruity'}"
5364920,trans-2-Penten-1-ol,"{'green', 'mushroom'}"
5364941,trans-2-Nonen-1-ol,"{'green', 'melon', 'waxy', 'violet'}"
5365004,trans-2-Undecen-1-ol,"{'floral', 'rose', 'waxy'}"
5365027,cis-2-Nonen-1-ol,"{'slightly waxy', 'melon', 'sweet'}"
5365049,cis-3-Hexenyl propionate,"{'apple', 'leafy', 'green', 'pear', 'fresh', 'waxy', 'fruity'}"
5365069,53398-85-9,"{'apple', 'herb', 'green', 'pear', 'sweet', 'fresh', 'fruity'}"
5365587,cis-3-Hexenyl formate,"{'grassy', 'vegetable', 'green', 'sweet', 'fresh', 'waxy', 'sharp'}"
5365706,"3,6-Nonadien-1-ol, (E,Z)-",{''}
5365710,"1,3-Hexadiene, 3-ethyl-2-methyl-",{''}
5365811,4-Hexen-3-One,"{'ethereal', 'green', 'tropical', 'metallic', 'spicy', 'pungent'}"
5365850,Geranyl valerate,{''}
5365891,2-Octen-4-one,{''}
5365909,2-Methyl-2-Pentenoic Acid,{''}
5365982,Neryl propionate,"{'berry', 'fresh', 'green', 'waxy', 'fruity', 'tropical', 'rose', 'bitter', 'floral', 'jammy'}"
5365991,Neryl isobutyrate,"{'strawberry', 'raspberry', 'green', 'sweet', 'fresh', 'fruity'}"
5365992,Geranyl caproate,{''}
5366038,"2-Butenoic acid, hexyl ester",{''}
5366074,Damascenone,"{'rose', 'apple', 'tobacco', 'sweet', 'honey', 'smoky'}"
5366077,alpha-Damascone,{''}
5366155,Isoamyl angelate,"{'floral', 'fruity', 'chamomile'}"
5366244,Phytol,{''}
5366264,Hotrienol,{'mouldy'}
5366352,Acetaldehyde ethyl cis-3-hexenyl acetal,{''}
5366552,"Disulfide, methyl 1-propenyl",{''}
5366844,Methyl 3-nonenoate,{''}
5366856,"4-Octenoic acid, methyl ester","{'pineapple', 'fresh'}"
5367369,Ethyl arachidonate,{''}
5367412,"1,3,5-Undecatriene",{''}
5367530,"(2E,4E)-Dodeca-2,4-dienal","{'orange', 'grapefruit', 'citrus', 'fatty'}"
5367531,"(2E,4E)-Undeca-2,4-dienal","{'spicy', 'caramellic'}"
5367681,cis-3-Hexenyl isovalerate,"{'apple', 'tropical', 'green', 'pineapple', 'fresh', 'fruity'}"
5367682,cis-3-Hexenyl pentanoate,"{'apple', 'kiwi', 'unripe banana', 'tropical', 'pear', 'green', 'fruity'}"
5367698,cis-3-Hexenyl phenylacetate,"{'rose', 'kiwi', 'beany', 'tropical', 'green', 'pea', 'sweet', 'waxy', 'honey'}"
5367706,cis-3-Hexenyl benzoate,"{'fresh', 'leaf', 'balsam', 'orchid', 'green', 'fatty', 'floral'}"
5367719,Methyl jasmonate,"{'fresh', 'melon', 'oily', 'waxy', 'jasmine', 'petal', 'magnolia', 'floral'}"
5367752,84254-89-7,{''}
5367785,Geranyl tiglate,"{'geranium', 'herbal', 'sweet', 'fruity'}"
5367807,Angelic Acid Isobutyl Ester,"{'cooling', 'woody', 'green', 'celery', 'sweet', 'spicy', 'herbal', 'caraway'}"
5368103,"1-Butene, 1-(methylthio)-, (E)-",{'sulfurous'}
5368821,Alloocimene,{''}
5370052,3-Oxo-alpha-ionol,"{'spicy', 'spice'}"
5370101,"6-Methylhepta-3,5-dien-2-one",{''}
5370602,5-Methyl-2-phenyl-2-hexenal,"{'nut skin', 'cocoa', 'aldehydic', 'bitter', 'chocolate', 'green', 'butyric', 'sweet', 'fruity'}"
5371002,alpha-Irone,"{'berry', 'powdery', 'floral', 'woody', 'orris', 'violet'}"
