pubchem id,common name,flavor profile
8175,Decanal,"{'floral', 'citrus', 'aldehydic', 'tallow', 'soap', 'sweet', 'orange peel', 'waxy'}"
8176,Octyl formate,"{'rose', 'cucumber', 'orange', 'waxy', 'fruity'}"
8180,Undecanoic Acid,"{'creamy', 'oil', 'cheese', 'waxy', 'coconut', 'fatty'}"
8181,Methyl Palmitate,"{'oily', 'waxy', 'fatty'}"
8182,Dodecane,{'alkane'}
8184,1-Undecanol,"{'fresh', 'mandarin', 'waxy', 'citrus', 'clean clothes', 'rose', 'floral', 'soapy'}"
8185,10-Undecen-1-Ol,"{'floral', 'citrus', 'ozone', 'fresh', 'waxy', 'clean'}"
8186,Undecanal,"{'aldehydic', 'fresh', 'green', 'waxy', 'oil', 'fatty', 'pungent', 'laundry', 'citrus', 'floral', 'sweet', 'soapy'}"
8187,10-Undecenal,"{'rose', 'citrus', 'aldehydic', 'soapy', 'mandarin', 'waxy', 'fatty'}"
8193,1-Dodecanol,"{'fat', 'soapy', 'wax', 'waxy', 'honey', 'coconut', 'earthy', 'fatty'}"
8194,Dodecanal,"{'aldehydic', 'fat', 'lily', 'green', 'waxy', 'citrus', 'floral', 'soapy'}"
81964,2-Phenylethyl pentanoate,"{'rose', 'fruity', 'leaf'}"
8201,Methyl Stearate,"{'oily', 'waxy', 'fat'}"
8205,Dodecyl Acetate,"{'laundered cloths', 'sweet', 'fresh', 'waxy', 'clean'}"
8207,1-Tridecanol,"{'musty', 'must'}"
8209,1-Tetradecanol,"{'fruity', 'orris', 'waxy', 'coconut'}"
82227,7785-70-8,{''}
82229,l-alpha-Fenchone,"{'herbal', 'woody', 'earthy', 'camphor'}"
8222,Eicosane,"{'waxy', 'alkane'}"
82336,Methyl 2-(dimethylamino)benzoate,"{'orange', 'fruity', 'leaf'}"
8257,2-Methyl-3-Buten-2-Ol,"{'oily', 'herb', 'earthy', 'herbal'}"
8294,Linalyl Acetate,"{'fruit', 'citrus', 'woody', 'lavender', 'green', 'sweet', 'bergamot'}"
8299,Hydroxyacetone,"{'ethereal', 'sweet', 'caramellic', 'pungent'}"
83036,13002-09-0,"{'fermented', 'alcoholic', 'ethereal', 'green', 'fruity'}"
8314,2-Methylbutanoic acid,"{'strawberry', 'acid', 'pungent', 'sweat', 'roquefort cheese', 'cheese', 'sour'}"
8363,Benzyl Salicylate,"{'balsam', 'oily', 'clean', 'herbal', 'sweet'}"
8365,Ethyl salicylate,"{'balsam', 'mint', 'wintergreen', 'spicy', 'minty', 'floral', 'sweet'}"
8369,Maltol,"{'bread', 'baked', 'jam', 'caramel', 'cotton', 'fruity', 'candy', 'sweet'}"
8375,2'-Hydroxyacetophenone,"{'hawthorne', 'tobacco', 'hawthorn', 'phenolic', 'sweet', 'herbal', 'honey'}"
8403,Dicyclohexyl ketone,{''}
8405,Isoquinoline,"{'anise', 'benzaldehyde', 'sweet', 'herbal', 'balsam'}"
8418,Anthracene,{''}
8419,"3,4-Dimethoxybenzaldehyde","{'vanilla', 'creamy', 'cherry', 'woody', 'minty', 'sweet', 'caramel'}"
84234,Methyl phenyl disulfide,"{'pungent', 'turnup', 'radish'}"
8432,1-Phenylethyl propionate,"{'weedy', 'rose', 'gardenia', 'floral', 'green', 'sweet', 'fresh'}"
8438,Piperonal,"{'vanilla', 'coconut', 'powdery', 'bitter', 'flower', 'sweet', 'violet', 'heliotrope'}"
8452,Cyclopentanone,{'minty'}
84532,Isopinocamphone,"{'camphoreous', 'cedar'}"
8468,Vanillic acid,"{'bean', 'powdery', 'creamy', 'dairy', 'vanilla', 'sweet', 'milky'}"
84825,rosefuran,"{'mint', 'caramel', 'green', 'minty'}"
8499,Methyl 4-Methoxybenzoate,"{'anise', 'sweet', 'herbal', 'balsam', 'melon'}"
8500,4'-Methylacetophenone,"{'acetophenone', 'hawthorne', 'cherry', 'mimosa', 'coumarin', 'bitter almond', 'hawthorn', 'sweet'}"
85053,2-Ethylthiazole,"{'nutty', 'green'}"
853433,Isoeugenol,"{'carnation', 'clove', 'spicy', 'floral', 'woody', 'sweet', 'flower', 'phenolic'}"
85519,3-(Methylthio)propyl acetate,"{'ester', 'fatty'}"
85522,Methyl (methylthio)acetate,"{'cooked potato', 'roasted', 'potato', 'roasted nut', 'tropical', 'cooked', 'nut', 'fruity'}"
85704,Naringen,{'bland'}
85730,14400-67-0,"{'ester', 'caramel', 'fruity'}"
8635,Methyl Anthranilate,"{'medicinal', 'strawberry', 'flower', 'orange flower', 'lemon', 'grapefruit', 'bitter', 'neroli', 'grape', 'honey', 'fruity', 'lime'}"
8655,Syringaldehyde,"{'tonka', 'plastic', 'woody', 'mild', 'sweet'}"
8658,2-Methoxybenzaldehyde,"{'vanilla', 'acetophenone', 'powdery', 'almond', 'bitter', 'guaiacol', 'hawthorn', 'sweet'}"
86597,alpha-Bisabolene,"{'spicy', 'balsamic'}"
86608,alpha-Bergamotene,{''}
86609,.alpha.-Cubebene,"{'wax', 'herb', 'herbal', 'waxy'}"
86752,4-Menthen-8-ol,"{'metal', 'ginger'}"
86753,p-Menth-1-en-9-ol,"{'herb', 'herbal', 'fruit', 'fruity'}"
86818,2-methyl-3-[4-(propan-2-yl)cyclohex-1-en-1-yl]propanal,"{'spicy', 'herbal'}"
8698,Butyl Benzoate,"{'balsamic', 'amber', 'mild', 'balsam', 'fruity'}"
8712,2-Methylbenzenethiol,"{'egg', 'sulfurous', 'garlic', 'onion', 'rubber', 'meaty'}"
8723,2-Methyl-1-Butanol,"{'onion', 'fruity', 'malt', 'wine', 'roasted'}"
8738,Butyl Lactate,"{'creamy', 'fermented', 'mushroom', 'waxy', 'fruity'}"
87436,4-Pentenyl isothiocyanate,"{'horseradish', 'mustard'}"
87466,2-Propylpyrazine,"{'nutty', 'vegetable', 'green'}"
8748,Beta-Terpineol,"{'pungent', 'must', 'woody', 'earthy'}"
875,DL-Tartaric acid,"{'very mild', 'caramellic'}"
8768,"3,4-Dihydroxybenzaldehyde","{'almond', 'bitter', 'dry', 'medical'}"
876,Dl-Methionine,"{'acidic', 'sulfurous', 'mild'}"
87793,2-Hexylthiophene,"{'fruity', 'floral', 'green', 'meaty', 'gassy'}"
8785,Benzyl Acetate,"{'cherry', 'jasmine', 'jasmin', 'apple', 'apricot', 'floral', 'plum', 'boiled vegetable', 'bitter', 'sweet', 'fresh', 'fruity'}"
878,methanethiol,"{'decomposing cabbage', 'garlic', 'sulfur', 'gasoline'}"
8792,Phenylethyl isovalerate,"{'rose', 'apricot', 'floral', 'bitter', 'peach', 'sweet', 'fruity'}"
8794,Phenylacetonitrile,{''}
880,methylglyoxal,"{'ethereal', 'acidic', 'rum', 'sweet', 'brown'}"
8815,Estragole,"{'spice', 'alcohol', 'vanilla', 'green', 'licorice', 'fennel', 'herbal', 'sassafrass', 'minty', 'anise', 'sweet'}"
8821,Ethyl Acrylate,"{'acrylate', 'plastic', 'fruity', 'harsh'}"
88290,19872-52-7,"{'sulfurous', 'box tree', 'blackcurrant', 'meaty', 'cat-urine'}"
8834,Citronellyl propionate,"{'neroli', 'green', 'waxy', 'fruity', 'rose', 'bitter', 'floral'}"
8835,Citronellyl butyrate,"{'green', 'waxy', 'fruity', 'tropical', 'rose', 'fruit', 'floral', 'sweet', 'geranium'}"
8842,Citronellol,"{'rose bud', 'leather', 'waxy', 'citrus', 'rose', 'bitter', 'floral', 'geranium'}"
88454,Hexyl propionate,"{'rotting', 'fruit', 'green', 'pear', 'musty', 'melon', 'fruity'}"
88460,Galegine sulfate,{'bitter'}
8857,Ethyl Acetate,"{'anise', 'balsam', 'pineapple', 'ethereal', 'fruity', 'sweet', 'green', 'weedy'}"
8858,Mesityl Oxide,"{'acrylic', 'vegetable', 'earthy', 'chemical', 'sweet', 'pungent'}"
8863,Hydroxycitronellal dimethyl acetal,"{'lily', 'rose acetate', 'waxy', 'green'}"
8868,ethyl acetoacetate,"{'apple', 'green', 'fresh', 'fruity', 'fatty'}"
887,methanol,{'alcoholic'}
8883,"2,5-Dimethyl-3-Hexyne-2,5-Diol",{''}
8892,Hexanoic Acid,"{'cheese', 'sour', 'sweat', 'fatty'}"
8900,Heptane,"{'ethereal', 'sweet', 'alkane'}"
8907,Isopropyl Palmitate,"{'oily', 'bland', 'fat'}"
8908,Hexyl acetate,"{'banana', 'fruit', 'green', 'fruity', 'herb', 'bitter', 'apple', 'sweet'}"
8914,1-Nonanol,"{'fresh', 'fat', 'dusty', 'green', 'fatty', 'wet', 'orange', 'oily', 'clean', 'rose', 'bitter', 'floral'}"
8918,Nonyl Acetate,"{'gardenia', 'fruit', 'soapy', 'tropical', 'bitter', 'green', 'sweet', 'waxy', 'fruity', 'clean'}"
89306,2-Bornyl propionate,"{'turpentine', 'fruit', 'camphor', 'pungent', 'woody', 'lavender', 'pine'}"
89316,"Cyclohexene, 4-ethenyl-4-methyl-3-(1-methylethenyl)-1-(1-methylethyl)-, (3R-trans)-","{'woody', 'wood'}"
89421,dl-Codamine,{'bitter'}
89594,nicotine,{'bitter'}
89755,(+)-Dihydrocarveol,{''}
9015,4-Methoxyphenol,"{'bitter', 'phenolic'}"
9016,"1,4-Dimethoxybenzene","{'new mown hay', 'fennel', 'bitter', 'green', 'sweet'}"
9017,Citronellyl acetate,"{'rose', 'fruit', 'floral', 'citrus', 'woody', 'lemon', 'dust', 'tropical', 'green', 'fruity'}"
90246,S-Methyl 3-methylbutanethioate,"{'fermented', 'acrid', 'ripe', 'tomato', 'sulfury', 'mushroom', 'cheese', 'sharp'}"
9025,"1,3-Dimethoxybenzene","{'nutmeg', 'acid', 'hazelnut', 'neroli', 'coconut', 'fruity'}"
9064,Cianidanol,{'bitter'}
90716,6-Methylheptanoic acid,{''}
91354,Aromadendrene,"{'woody', 'wood'}"
91457,beta-Eudesmol,"{'green', 'wood'}"
91496,"Limonene 1,2-epoxide",{'fruit'}
91865027,UNII-S32G48306Y,{''}
92043553,Jasmine Oil,{''}
92043681,"Glycerides, palm-oil mono- and di-, hydrogenated, 3-oxododecanoates",{''}
92116,"(4R,4aR)-1,1,4,7-tetramethyl-1a,2,3,4,4a,5,6,7b-octahydrocyclopropa[e]azulene","{'balsam', 'balsamic', 'wood'}"
92138,Elemol,"{'green', 'woody', 'sweet', 'wood'}"
92139,Curcumene,{'herb'}
92221,(+)-Camphene,"{'fir', 'camphor', 'woody', 'fresh', 'herbal'}"
92231,Spathulenol,{''}
92313,(-)-gamma-cadinene,{''}
9256,Thiazole,"{'meaty', 'nutty', 'pyridine'}"
9261,Pyrazine,"{'barley', 'roasted', 'hazelnut', 'sweet corn', 'pungent'}"
92649,57074-34-7,{''}
92762,alpha-Eudesmol,{''}
92780,Crypton,"{'spice', 'woody', 'cumin', 'caraway', 'herbal'}"
92794,Prunin,{'bitter'}
929262,Sclareolide,{''}
93046,"2,10-Epoxypinane",{''}
93081,beta-Cubebene,"{'citrus', 'fruit', 'fruity'}"
931,naphthalene,"{'dry', 'pungent', 'tar', 'tarry'}"
93236,"2,3,5-Trithiahexane","{'onion', 'sulfurous', 'strong'}"
94060,58461-27-1,"{'herb', 'herbal'}"
94164,Santalene,{'woody'}
94174,"(1aR,4S,4aS,7R,7aS)-1,1,4,7-tetramethyl-2,3,4a,5,6,7,7a,7b-octahydro-1aH-cyclopropa[e]azulen-4-ol","{'tropical', 'minty', 'green', 'sweet', 'herbal', 'fruity'}"
94217,"p-Menth-8-ene-1,2-diol","{'cool', 'minty'}"
94254,3242-08-8,{''}
94314,sec-Butyl Disulfide,{''}
94378,Paradol,"{'spicy', 'herbal'}"
94579,Isopulegol acetate,"{'leaf', 'woody', 'tropical', 'sweet', 'mint', 'peppermint'}"
9473,Piperonyl Acetate,"{'jam', 'metallic', 'strawberry', 'floral', 'bitter', 'hawthorn', 'sweet'}"
95337,2-Hexyl-1-decanol,{''}
9548706,(-)-Germacrene A,{''}
95495,"6,10-Dimethyl-2-undecanone",{''}
957,1-octanol,"{'aldehydic', 'burnt', 'metal', 'green', 'waxy', 'mushroom', 'orange', 'rose', 'chemical'}"
9589,3-Acetylpyridine,"{'woody', 'dry', 'nutty', 'popcorn', 'hawthorn', 'phenolic', 'sweet'}"
9601691,Glucobrassicin,{'bitter'}
9609,Diethyl sulfide,"{'ethereal', 'sulfurous'}"
964,3-Hydroxypyruvic acid,"{'cabbage', 'sour', 'radish'}"
96923,1-Hexadecanesulfonyl chloride,{''}
971,oxalic acid,{''}
97730,2-Nonenoic acid,{'fatty'}
9793905,S-allyl-L-cysteine,{''}
98043,Nerolidyl acetate,{''}
98251,"2,4-Dimethylcyclohexanol",{''}
98280,2-amino-3-(prop-2-en-1-ylsulfanyl)propanoic acid,"{'cooked', 'roasted'}"
98497,Campholenic aldehyde,"{'amber', 'leafy', 'woody', 'green', 'herbal'}"
9855795,Valencene,{''}
985,palmitic acid,"{'slightly waxy', 'fatty'}"
9862,6-Methyl-5-Hepten-2-One,"{'apple', 'lemongrass', 'citrus', 'green', 'mushroom', 'pepper', 'nutty', 'bitter', 'rubber', 'musty', 'hazelnut'}"
98781,Allyl propyl sulfide,"{'onion', 'garlic', 'green'}"
9895,beta-Cyclocitral,"{'damascone', 'tobacco', 'rose oxide', 'minty', 'tropical', 'saffron', 'sweet', 'mint', 'herbal', 'fruity', 'clean'}"
994,Dl-Phenylalanine,{'odorless'}
996,phenol,"{'phenol', 'plastic', 'rubber', 'phenolic'}"
9989713,CID 9989713,"{'rose', 'bergamot', 'apple', 'woody', 'mint', 'green', 'fresh', 'grapefruit'}"
998,phenylacetaldehyde,"{'cocoa', 'green', 'hawthorne', 'honey', 'clover', 'bitter', 'peanut', 'floral', 'grapefruit', 'sweet', 'hyacinth'}"
99967,Grosheimin,{'bitter'}
999,Phenylacetic Acid,"{'civet', 'sour', 'waxy', 'honey', 'flower', 'floral', 'sweet', 'honeysuckle'}"
